Date,Open,High,Low,Close
02/11/2024,"109.89","110.63","107.35","107.35"
02/10/2024,"108.89","110.94","106.83","109.85"
02/09/2024,"102.76","109.00","102.48","109.00"
02/08/2024,"100.76","104.91","100.44","102.76"
02/07/2024,"96.99","100.86","94.60","100.62"
02/06/2024,"94.70","97.86","93.22","97.00"
02/05/2024,"96.15","98.55","94.18","94.94"
02/04/2024,"97.83","98.55","95.63","96.07"
02/03/2024,"99.36","101.16","96.72","97.83"
02/02/2024,"97.90","102.45","96.91","99.36"
02/01/2024,"97.10","98.00","92.99","97.89"
01/31/2024,"104.33","104.56","96.03","97.04"
01/30/2024,"101.13","106.33","100.74","104.28"
01/29/2024,"96.00","101.67","94.56","101.13"
01/28/2024,"93.62","99.42","93.31","95.96"
01/27/2024,"92.28","93.81","90.65","93.62"
01/26/2024,"87.08","93.64","86.02","92.29"
01/25/2024,"86.38","89.54","85.15","87.07"
01/24/2024,"81.04","88.40","80.91","86.41"
01/23/2024,"84.57","85.91","78.96","81.06"
01/22/2024,"92.53","92.53","82.20","84.60"
01/21/2024,"92.87","93.85","91.66","92.54"
01/20/2024,"93.54","94.11","90.16","92.87"
01/19/2024,"93.93","95.44","87.11","93.66"
01/18/2024,"101.92","103.31","91.53","93.99"
01/17/2024,"98.42","102.77","97.00","102.04"
01/16/2024,"94.47","98.42","93.40","98.42"
01/15/2024,"97.19","97.61","93.00","94.43"
01/14/2024,"96.53","103.00","94.34","97.18"
01/13/2024,"92.99","97.25","87.00","96.51"
01/12/2024,"99.74","100.90","91.76","93.01"
01/11/2024,"101.84","107.22","97.73","99.76"
01/10/2024,"96.23","102.00","92.23","101.67"
01/09/2024,"96.85","103.94","95.51","96.46"
01/08/2024,"92.73","99.90","85.31","96.80"
01/07/2024,"94.69","96.73","91.55","92.90"
01/06/2024,"99.26","100.59","91.86","94.71"
01/05/2024,"105.64","106.90","95.57","99.19"
01/04/2024,"100.33","108.07","96.72","105.64"
01/03/2024,"107.96","109.98","78.33","100.22"
01/02/2024,"108.06","116.99","106.60","107.84"
01/01/2024,"103.79","109.50","99.98","108.04"
12/31/2023,"102.48","105.16","99.57","103.83"
12/30/2023,"104.34","107.40","100.75","102.45"
12/29/2023,"100.52","109.90","99.75","104.34"
12/28/2023,"109.06","109.66","97.19","100.35"
12/27/2023,"109.73","115.26","104.85","109.06"
12/26/2023,"119.52","122.07","102.71","109.73"
12/25/2023,"113.49","125.75","108.21","119.79"
12/24/2023,"102.89","117.85","102.59","113.40"
12/23/2023,"96.67","103.68","92.87","102.79"
12/22/2023,"92.14","99.38","90.44","96.65"
12/21/2023,"79.85","95.00","79.78","91.99"
12/20/2023,"73.61","84.01","72.25","79.84"
12/19/2023,"74.94","76.26","71.79","73.66"
12/18/2023,"73.78","75.53","67.29","74.97"
12/17/2023,"73.75","74.73","71.42","73.80"
12/16/2023,"76.42","77.17","71.27","73.62"
12/15/2023,"74.77","79.30","73.65","76.26"
12/14/2023,"72.00","74.71","68.42","74.71"
12/13/2023,"67.05","71.98","63.78","71.87"
12/12/2023,"69.31","72.36","65.90","67.12"
12/11/2023,"74.03","74.83","66.55","69.09"
12/10/2023,"74.04","74.56","70.80","73.93"
12/09/2023,"73.33","77.54","72.79","74.05"
12/08/2023,"68.83","74.10","66.92","73.25"
12/07/2023,"63.65","69.07","61.67","68.74"
12/06/2023,"60.90","66.52","60.26","63.73"
12/05/2023,"61.66","62.52","59.18","60.90"
12/04/2023,"63.01","65.20","60.15","61.66"
12/03/2023,"63.24","65.52","62.32","63.01"
12/02/2023,"60.08","63.48","59.65","63.23"
12/01/2023,"59.60","61.85","58.64","60.08"
11/30/2023,"59.06","61.65","58.86","59.70"
11/29/2023,"58.19","61.76","57.68","59.01"
11/28/2023,"54.67","58.71","54.02","58.23"
11/27/2023,"57.98","58.31","53.52","54.67"
11/26/2023,"58.88","59.06","56.27","57.98"
11/25/2023,"57.08","59.71","55.95","58.88"
11/24/2023,"56.58","58.73","56.20","57.09"
11/23/2023,"57.94","59.50","56.20","56.59"
11/22/2023,"53.68","58.91","51.32","57.96"
11/21/2023,"56.61","57.45","52.54","53.76"
11/20/2023,"61.40","62.02","56.25","56.59"
11/19/2023,"58.44","61.78","56.64","61.37"
11/18/2023,"57.82","59.42","54.78","58.37"
11/17/2023,"58.65","60.53","54.11","57.90"
11/16/2023,"65.06","68.13","58.54","58.54"
11/15/2023,"56.28","67.05","55.69","65.16"
11/14/2023,"52.20","57.84","51.57","56.28"
11/13/2023,"57.05","59.75","51.69","52.20"
11/12/2023,"58.11","61.88","54.55","57.05"
11/11/2023,"53.92","63.74","53.69","58.12"
11/10/2023,"45.04","54.98","44.76","53.95"
11/09/2023,"43.06","48.83","42.53","45.08"
11/08/2023,"43.82","43.87","42.30","43.08"
11/07/2023,"40.40","44.46","40.15","43.82"
11/06/2023,"40.53","41.87","39.72","40.39"
11/05/2023,"41.77","42.85","40.26","40.51"
11/04/2023,"39.52","42.68","39.05","41.77"
11/03/2023,"40.80","40.81","38.09","39.52"
11/02/2023,"42.21","44.56","38.74","40.87"
11/01/2023,"37.21","46.48","37.08","42.19"
10/31/2023,"34.82","37.27","34.73","37.15"
10/30/2023,"32.84","35.30","32.37","34.82"
10/29/2023,"31.80","33.17","31.28","32.83"
10/28/2023,"32.11","32.49","31.49","31.80"
10/27/2023,"32.41","33.32","31.35","32.10"
10/26/2023,"32.49","33.25","30.75","32.48"
10/25/2023,"30.12","33.81","29.55","32.48"
10/24/2023,"29.85","32.72","29.82","30.12"
10/23/2023,"28.96","31.37","28.72","29.83"
10/22/2023,"29.69","30.18","28.14","28.98"
10/21/2023,"26.79","29.89","26.67","29.69"
10/20/2023,"25.10","27.38","24.75","26.81"
10/19/2023,"23.72","25.49","23.20","25.06"
10/18/2023,"24.10","24.37","23.55","23.70"
10/17/2023,"23.92","24.51","23.50","24.11"
10/16/2023,"22.09","24.63","21.84","23.87"
10/15/2023,"21.95","22.15","21.64","22.08"
10/14/2023,"21.98","22.20","21.70","21.95"
10/13/2023,"21.22","21.98","21.11","21.98"
10/12/2023,"21.79","22.02","20.98","21.22"
10/11/2023,"22.01","22.41","21.62","21.79"
10/10/2023,"22.10","22.46","21.70","22.00"
10/09/2023,"23.43","23.48","21.72","22.10"
10/08/2023,"23.27","23.63","23.09","23.43"
10/07/2023,"23.45","24.11","23.11","23.26"
10/06/2023,"22.85","23.74","22.62","23.44"
10/05/2023,"23.03","23.73","22.61","22.84"
10/04/2023,"23.60","23.80","22.60","23.07"
10/03/2023,"23.58","24.72","23.42","23.58"
10/02/2023,"22.81","24.66","22.80","24.03"
10/01/2023,"21.36","23.44","21.15","22.80"
09/30/2023,"20.25","21.79","20.10","21.35"
09/29/2023,"19.71","20.42","19.60","20.26"
09/28/2023,"18.94","19.78","18.94","19.71"
09/27/2023,"19.17","19.46","18.75","18.94"
09/26/2023,"19.45","19.50","19.12","19.16"
09/25/2023,"19.48","19.74","19.11","19.45"
09/24/2023,"19.45","19.66","19.35","19.48"
09/23/2023,"19.32","19.56","19.16","19.44"
09/22/2023,"19.61","19.78","19.25","19.31"
09/21/2023,"20.30","20.45","19.30","19.61"
09/20/2023,"19.93","20.51","19.80","20.29"
09/19/2023,"19.71","20.37","19.59","19.93"
09/18/2023,"18.72","20.14","18.62","19.70"
09/17/2023,"19.07","19.14","18.65","18.70"
09/16/2023,"18.71","19.43","18.71","19.05"
09/15/2023,"18.92","19.29","18.56","18.71"
09/14/2023,"18.41","19.31","18.34","18.94"
09/13/2023,"17.88","18.43","17.70","18.41"
09/12/2023,"17.62","18.65","17.46","17.88"
09/11/2023,"18.36","18.58","17.37","17.60"
09/10/2023,"19.42","19.53","17.84","18.34"
09/09/2023,"19.58","19.65","19.38","19.42"
09/08/2023,"19.78","20.26","19.39","19.58"
09/07/2023,"19.54","19.82","19.32","19.74"
09/06/2023,"20.15","20.36","19.15","19.53"
09/05/2023,"19.43","20.56","19.07","20.17"
09/04/2023,"19.56","19.98","19.25","19.42"
09/03/2023,"19.48","19.67","19.24","19.56"
09/02/2023,"19.31","19.68","19.14","19.48"
09/01/2023,"19.62","19.91","19.07","19.32"
08/31/2023,"20.81","21.05","19.49","19.59"
08/30/2023,"21.76","21.98","20.61","20.80"
08/29/2023,"20.43","22.08","20.11","21.75"
08/28/2023,"20.72","20.83","20.04","20.42"
08/27/2023,"20.30","20.90","20.24","20.72"
08/26/2023,"20.30","20.42","20.19","20.30"
08/25/2023,"20.80","21.07","20.08","20.30"
08/24/2023,"21.58","22.02","20.68","20.80"
08/23/2023,"20.26","21.81","19.48","21.58"
08/22/2023,"21.31","21.39","20.00","20.23"
08/21/2023,"21.92","21.92","20.49","21.31"
08/20/2023,"21.77","22.02","21.58","21.89"
08/19/2023,"21.28","22.16","21.25","21.77"
08/18/2023,"22.69","22.78","20.16","21.27"
08/17/2023,"22.70","23.39","22.42","22.70"
08/16/2023,"24.04","24.04","22.63","22.70"
